"81, Jalan Tembaga Kuning 1, Taman Sri Skudai, 81300 Skudai, Johor, Malaysia",,,,,,,
"No. 3 (Ground Floor, Jalan Nakhoda 1, Taman Ungku Tun Aminah, 81300 Johor Bahru, Johor, Malaysia",,,,,,,
"06, Jalan Serampang, Taman Tebrau Jaya, 80400 Johor Bahru, Johor, Malaysia",,,,,,,
"65, Jalan Badik 1, Taman Sri Tebrau, 80050 Johor Bahru, Johor, Malaysia",,,,,,,
"62, Jalan Nusa Bestari 2 1/4, Taman Nusa Bestari 2, 81300 Johor Bahru, Johor, Malaysia",,,,,,,
"26, Jalan Uda Utama, Bandar Uda Utama, 81200 Johor Bahru, Johor, Malaysia",,,,,,,
"E 01 06, Jalan EJ 4/1, Taman Johor Jaya, 81100 Johor Bahru, Johor, Malaysia",,,,,,,
"7, Jalan Molek 2/4, Taman Molek, 81100 Johor Bahru, Johor, Malaysia",,,,,,,
"55, Jalan Mutiara Emas 9/3, Taman Austin Boulevard, 81100 Johor Bahru, Johor, Malaysia",,,,,,,
"30, Jalan Perjiranan 2, Bandar Dato Onn, 81100 Johor Bahru, Johor, Malaysia",,,,,,,
"Jalan Ekoflora Utama, Johor, Malaysia",,,,,,,
"No 5, Ground Floor, Jln Austin Height 8/8, Taman Mount Austin, 81100 Johor Bahru, Johor, Malaysia",,,,,,,
"Bukit Indah, 81200 Johor Bahru, Johor, Malaysia",,,,,,,
"Malaysia, Johor, Skudai, Taman Teratai, Jalan Enau 9, ï¿½ï¿½ï¿½ï¿½", Jln Idaman 2, Taman Larkin Idaman, 80350 Johor Bahru, Johor," Malaysia""",,
"3, Jln Nibong 10, Taman Daya, 81100 Johor Bahru, Johor, Malaysia",,,,,,,
"26, Jalan Setia Tropika 1/18, Setia Tropika, 81200 Johor Bahru, Johor, Malaysia",,,,,,,
"49, Jalan Sutera 1, Taman Sentosa, 80150 Johor Bahru, Johor, Malaysia",,,,,,,
"37, Jalan PI 8/8, Taman Pulai Indah, 81300, Johor, Malaysia",,,,,,,
"No. 29 (Gf), Jalan Masai, 81750, Johor Bahru, 81750 Masai, Johor, Malaysia",,,,,,,
"42, Pusat Perdagangan Kebun Teh, 1, Jalan Kebun Teh, Larkin, 80250 Johor Bahru, Johor, Malaysia",,,,,,,
"48, Jalan Sagu 8, Taman Daya, 81100 Johor Bahru, Johor, Malaysia",,,,,,,
"71, Jalan Sri Bahagia 5, Taman Sri Bahagia, 81200 Johor Bahru, Johor, Malaysia",,,,,,,
"No 77, Ground Floor,, Jalan Harmonium 33/1, Taman Desa Tebrau, 81100 Johor Bahru, Johor, Malaysia",,,,,,,
"Jalan Ibrahim Sultan, Taman Stulang Laut, 80300 Johor Bahru, Johor, Malaysia",,,,,,,
"Jalan Kempas Indah 1/1, Taman Kempas Indah, 81100 Johor Bahru, Johor, Malaysia",,,,,,,
"63, Jalan Nusa Bestari 2 7/3, Taman Nusa Bestari 2, 81300 Skudai, Johor, Malaysia",,,,,,,
"48, Jln Setia Tropika 1/7, Setia Tropika, 81200 Johor Bahru, Johor, Malaysia",,,,,,,
"47, Jalan Molek 3/10, Taman Molek, 81100 Johor Bahru, Johor, Malaysia",,,,,,,
"96, Jalan Bukit Kempas 1/18, Taman Bukit Kempas, 81200 Johor Bahru, Johor, Malaysia",,,,,,,
"13-29, Jalan Setia 12/3, Taman Setia Indah, 81100 Johor Bahru, Johor, Malaysia",,,,,,,
"49, Jalan Indah 16/12, Taman Bukit Indah, 81200 Johor Bahru, Johor, Malaysia",,,,,,,
"25, Jalan Mewah Ria 2/1, Taman Bukit Mewah, 81200 Johor Bahru, Johor, Malaysia",,,,,,,
"Malaysia, Johor, Johor Bahru, Dataran Larkin 2, 15, Jalan Dataran Larkin 3ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¢¬,
Jal", Taman Desa Harmoni, 81100 Johor Bahru, Johor," Malaysia""",,,
"Taman Pulai Indah, 81300 Johor Bahru, Johor, Malaysia",,,,,,,
"10, Lorong Teja 10, Taman Keladi, 08000 Sungai Petani, Kedah, Malaysia",,,,,,,
"Jalan Kuala Kedah, Taman Anggerik, 06600 Alor Setar, Kedah, Malaysia",,,,,,,
"No. 1 (Gf), Jalan Sena, Taman Bandar Baru, 06400, Pokok Sena, Kedah, Malaysia",,,,,,,
"No 1543, Ground Floor,, Jalan Sultan Badlishah, 05000 Alor Setar, Kedah, Malaysia",,,,,,,
"2507-A, Ground Floor, Jalan Pumpong,, 05250 Alor Setar, Kedah, Malaysia",,,,,,,
"14, Jalan Kuala Kedah, Taman Pelangi, 06600 Alor Setar, Kedah, Malaysia",,,,,,,
"No 2, Ground Floor, Jalan 1, Kompleks Perniagaan Nakhoda, 06000, Jalan Kuala Kedah, Taman Nakhoda, 06600 Kuala Kedah, Kedah, Malaysia",,,,,,,
"Aman Central, Darul Aman Hwy, Kampung Lubok Peringgi, 05150 Alor Setar, Kedah, Malaysia",,,,,,,
"Taman Rakyat Mergong, 05150 Alor Setar, Kedah, Malaysia",,,,,,,
"Titi Gajah, 06550 Alor Setar, Kedah, Malaysia",,,,,,,
"Bandar Darulaman, 06000 Jitra, Kedah, Malaysia",,,,,,,
"No A-11(Gf), Susuran Tandop, Kawasan Perindustrian Tandop, 05100, Alor Setar, Kedah, 05100, Malaysia",,,,,,,
"No.5009 (Gf), Jalan Tun Razak, Taman PKNK, 05200, Alor Star, Kedah, 05200, Malaysia",,,,,,,
"183, Jalan Lagenda 1, Lagenda Heights, 08000 Sungai Petani, Kedah, Malaysia",,,,,,,
"296, Ground Floor, Susuran Inang, Taman Sri Inang, Kompleks Perniagaan Utama, Taman Mergong Jaya, 05150 Alor Setar, Kedah, Malaysia",,,,,,,
"No 6, Ground Floor, Jalan Stadium, Bandar Alor Setar, 05100 Alor Setar, Kedah, Malaysia",,,,,,,
"53a, Jalan Kuala Kedah, Taman Gunung Perak, 05400 Alor Setar, Kedah, Malaysia",,,,,,,
"Jalan Komplek Perniagaan Saga, Taman Saga, 05400 Alor Setar, Kedah, Malaysia",,,,,,,
"No. 1, Jalan Palma Palma Aman,, Jalan Desa Aman 1, 08000 Sungai Petani, Kedah, Malaysia",,,,,,,
"A 104, Lorong Ria Indah 12, Taman Ria Indah, 08000 Sungai Petani, Kedah, Malaysia",,,,,,,
"No. 50 (Gf), Pusat Perniagaan, Kota Jaya, Kota Sarang Semut, Kedah, 06800 Alor Setar, Malaysia",,,,,,,
"No 18, Ground Floor, Taman Bandar Baru Persiaran Bandar Baru Mergong, 05150 Alor, Kedah, Malaysia",,,,,,,
"3, TAMAN SRI PANTAI, Pantai Johor, 05250 Alor Setar, Kedah, Malaysia",,,,,,,
"16, Jln Hidayah, Kampung Hutan Pulai, 05350 Alor Setar, Kedah, Malaysia",,,,,,,
"10, Jln Setia Budi 1, Taman Setia Budi, 08600 Sungai Petani, Kedah, Malaysia",,,,,,,
"117, Jln Datuk Kumbar, Taman Nakishah, 05460 Alor Setar, Kedah, Malaysia",,,,,,,
"Tunjang, 06000 Jitra, Kedah, Malaysia",,,,,,,
"Lot 2 (PT 20707), B,, Lorong 5/4, Taman Sri Wang, 08000 Sungai Petani, Kedah, Malaysia",,,,,,,
"177, Jalan Sultanah Sambungan, Taman Wira, 05150 Alor Setar, Kedah, Malaysia",,,,,,,
"114, Jalan Psk Empat, Pekan Simpang Kuala, 05300 Alor Setar, Kedah, Malaysia",,,,,,,
"No 321 (Gf), Jalan Arked, Taman Arked, 08000, Sungai Petani, Kedah, 08000, Malaysia",,,,,,,
"164, Jalan Kelab Cinta Sayang, Taman Ria Jaya, 08000 Sungai Petani, Kedah, Malaysia",,,,,,,
"No. 9 (GF, Persiaran BLM 6/2, Bandar Laguna Merbok, 08000 Sungai Petani, Kedah, Malaysia",,,,,,,
"Jalan Patani, Taman Pekan Baru, 08000 Sungai Petani, Kedah, Malaysia",,,,,,,
"59, Jalan Permatang Gedong, Taman Sejati Indah, 08000 Sungai Petani, Kedah, Malaysia",,,,,,,
"No. 81 (Gf), Pekan Simpang Empat, 06650, Alor Setar, Kedah, Malaysia",,,,,,,
"Shahab Perdana, 05150 Alor Setar, Kedah, Malaysia",,,,,,,
"No 287(Gf), Jalan Asaad, 09000, Kulim, Kedah, 09000, Malaysia",,,,,,,
"10, Jalan Melor 1/1, Ambangan Heights, 08000 Sungai Petani, Kedah, Malaysia",,,,,,,
"No 8(Gf), Block C, Bangunan Peruda, 06600, Kuala Kedah, Kedah, Malaysia",,,,,,,
"No.48 (Gf), Jalan Pantai Halban, Bandar Darulaman Jaya, 06000, Jitra, Kedah, Malaysia",,,,,,,
"E1, Taman Kempas, 06010 Changlun, Kedah, Malaysia",,,,,,,
"Pekan Jitra, 06000 Jitra, Kedah, Malaysia",,,,,,,
"37 A, Jalan Bakar Arang, 08000 Sungai Petani, Kedah, Malaysia",,,,,,,
"10, Jalan MHJ Utama 1, Taman MHJ Utama, 06600 Kuala Kedah, Kedah, Malaysia",,,,,,,
"103 Y-Z Mergong, Seberang, Jalan Putra, 05150 Alor Setar, Kedah, Malaysia",,,,,,,
"8, Jalan Alor Mengkudu, 05400 Alor Setar, Kedah, Malaysia",,,,,,,
"Malaysia, Kedah, Alor Setar, Sultanah Bahiyah Hwy, Kompleks Perniagaan Ampang, Ampang Business Centreï¿½ï¿½ï¿½ï¿½", Jalan Klc 2, Kampung Keladi, 09000 Kulim, Kedah," Malaysia""",,
"No 781, Ground Floor, Lot 1460, Persiaran Cinta Sayang, 08000 Sungai Petani, Kedah, Malaysia",,,,,,,
"113, Persiaran Bandar Puteri Jaya 1/1, Bandar Puteri Jaya, 08000 Sungai Petani, Kedah, Malaysia",,,,,,,
"197-202, Jalan Kota Kenari 3, Taman Kenari, 09000 Kulim, Kedah, Malaysia",,,,,,,
"Malaysia, Kedah, Ayer Hitam, Taman ArovanaMalaysisï¿½ï¿½ï¿½ï¿½ï", Lorong Merak 3, Taman Merak, 09000 Kulim, Kedah," Malaysia""",,
"1336, Jalan Serai Wangi 13/6, 09010 Padang Serai, Kedah, Malaysia",,,,,,,
"17, Jalan Bandar Baru 1, Tanah Merah, 06700 Pendang, Kedah, Malaysia",,,,,,,
"Taman Angsana Sari, 08000 Sungai Petani, Kedah, Malaysia",,,,,,,
"Jalan Bujang Indah, Taman Lembah Bujang, 08100 Bedong, Kedah, Malaysia",,,,,,,
"99, Jalan Pengkalan, Taman Pekan Baru, 08000 Sungai Petani, Kedah, Malaysia",,,,,,,
"9, Jalan Lunas, 09000 Kulim, Kedah, Malaysia",,,,,,,
"Jalan Long Yunus, 15200 Kota Bharu, Kelantan, Malaysia",,,,,,,
"825, Jalan Abdul Kadir Adabi, 15200 Kota Bahru, Kelantan, Malaysia",,,,,,,
"275, Jalan Parit Dalam, Seksyen 8, 15000 Kota Bharu, Kelantan, Malaysia",,,,,,,
"828, Jalan Sri Cemerlang, Bandar Kota Bharu, 15300 Kota Bharu, Kelantan, Malaysia",,,,,,,
"Jalan Pasir Puteh, Kubang Kerian, 15200 Kota Bharu, Kelantan, Malaysia",,,,,,,
"GF, Lot 258, Jln Kebun Sultan, Bandar Kota Bharu, 15350 Kota Bharu, Kelantan, Malaysia",,,,,,,
"Lot 426 (GF) Jln Sultan Yahya Petra, Kota Bharu, Kelantan., Malaysia",,,,,,,
"Jalan Kuala Krai, Wakaf Che Yeh, 15150 Kota Bharu, Kelantan, Malaysia",,,,,,,
"Lot 3, Jalan Sultan Yahya Petra, 15150 Kota Bharu, Kelantan, Malaysia",,,,,,,
"Bandar Kota Bharu, 15200 Kota Bharu, Kelantan, Malaysia",,,,,,,
"Pt 246, Jalan Long Yunus, Taman Koperatif, Tanjung Chat, 15400, Kota Bahru, Kelantan, 15400, Malaysia",,,,,,,
"1652, Jalan Raja Perempuan Zainab, 6, 2, Bandar Baru, Kubang Kerian, 15200 Kota Bharu, Kelantan, Malaysia",,,,,,,
"16100 Kota Bharu, Kelantan, Malaysia",,,,,,,
"Jln Sultan Ibrahim, Bandar Kota Bharu, 15050 Kota Bharu, Kelantan, Malaysia",,,,,,,
"Jln Pengkalan Chepa, Batu 2, 15400 Kota Bharu, Kelantan, Malaysia",,,,,,,
"No:PT 1064, Jalan Wakaf Che Yeh, Kawasan Pasir Awam Bersepadu, Wakaf Che Yeh, 15150 Kota Bharu, Kelantan, Malaysia",,,,,,,
"Lot 1654, Jalan Pasir Puteh, Kampung Peringat, 16090 Kota Bharu, Kelantan, Malaysia",,,,,,,
"PT 818, Jalan KK 4b/2, Kubang Kerian, 15200 Kota Bharu, Kelantan, Malaysia",,,,,,,
"Lot PT 723, Jalan Wakaf Mek Zainab & Seksyen 28, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan, Malaysia",,,,,,,
"Jalan Kampung Dusun, Bandar Kota Bharu, 15200 Kota Bharu, Kelantan, Malaysia",,,,,,,
"1147, Jalan Padang Tembak, Taman Desa Kemumin, 16100 Kota Bharu, Kelantan, Malaysia",,,,,,,
"Lot 1168-A(Gf), D5, Kampung Kedai Lalat, 16150 Kota Bharu, Kelantan, Malaysia",,,,,,,
"Jln, Jalan Kota Bharu, Kg Wakaf Lanas, 16800 Pasir Puteh, Kelantan, Malaysia",,,,,,,
"Kubang Kerian, 16150 Kota Bharu, Kelantan, Malaysia",,,,,,,
"Pt 106 (Gf), Jalan Telipot, 15150, Kota Bharu, Kelantan, 15150, Malaysia",,,,,,,
"GF, Lot PT 2500, Jalan Hospital, Kampung Cherang, 15200 Kota Bharu, Kelantan, Malaysia",,,,,,,
"Lot 701, GF, Jalan Pasir Puteh, Melor, 16400 Kota Bharu, Kelantan, Malaysia",,,,,,,
"160, D1, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan, Malaysia",,,,,,,
"Lot 2539, Jalan Salor, Kampung Seberang Pasir Mas, Salor, 15100 Kota Bharu, Kelantan, Malaysia",,,,,,,
"Lot 3062 GF Jalan pasir puteh, Kubang Kerian, 15200 Kota Bharu, Kelantan, Malaysia",,,,,,,
"PT 362, Bandar Baru Tunjung, Jalan Kuala Krai, 15100 Kota Bharu, Kelantan, Malaysia",,,,,,,
"4, Jln Pengkalan Chepa, Taman Bendahara, 16100 Pengkalan Chepa, Kelantan, Malaysia",,,,,,,
"Jalan Kuala Krai, 16450 Kota Bharu, Kelantan, Malaysia",,,,,,,
"Desa Darul Naim, 16150 Kota Bharu, Kelantan, Malaysia",,,,,,,
"PT 3132, Ground Floor, Cabang 3, Bukit Sireh, 18000 Kuala Krai, Kelantan, Malaysia",,,,,,,
"No. 248-D (Gf), Jalan Besar, Sek 1, 16200, Tumpat, Kelantan, 16210, Malaysia",,,,,,,
"Jln Jambatan, Kampung Sirih, 15050 Kota Bharu, Kelantan, Malaysia",,,,,,,
"970, Jln Pengkalan Chepa, Taman Uda Murni, 15400 Kota Bharu, Kelantan, Malaysia",,,,,,,
"16300 Kota Bharu, Kelantan, Malaysia",,,,,,,
"Lot 159 A, Cabang 3, Pengkalan Chepa, Kampung Baung, 16100 Kota Bharu, Kelantan, Malaysia",,,,,,,
"Lot 1587-A , Kg Alor Pasir, Jalan Kota Bharu, 16800 Pasir Puteh, Kelantan, Malaysia",,,,,,,
"3338-E, Tingkat Bawah, Tong Boon, Wisma Chua, Jln Sultanah Zainab, Bandar Kota Bharu, 15050 Kota Bharu, Kelantan, Malaysia",,,,,,,
"Pt No. 758-A (Gf), Jalan Bachok, Kampung Beris Kubur Besar, 16050, Bachok, Kelantan, 16050, Malaysia",,,,,,,
"17000 Pasir Mas, Kelantan, Malaysia",,,,,,,
"Pekan Cherang Ruku, 16700 Cherang Ruku, Kelantan, Malaysia",,,,,,,
"Jalan Hospital, 15000 Kota Bharu, Kelantan, Malaysia",,,,,,,
"Pt 2184 (Gf), Taman Sri Bayu, Jalan Lebuhraya, 17200, Rantau Panjang, Kelantan, Malaysia",,,,,,,
"380, Jalan Dataran, Taman Binjai Manis, 16450 Ketereh, Kelantan, Malaysia",,,,,,,
"Bandar Baru Pasir Mas, 17200 Pasir Mas, Kelantan, Malaysia",,,,,,,
"556, Jalan Pasir Mas, Pekan Tanah Merah, 17500 Tanah Merah, Kelantan, Malaysia",,,,,,,
"No 38-G-E, Ground Floor, Kompleks Perniagaan Humaira,, Jalan Taman Hiburan, Tanah Merah, 17500 Tanah Merah, Kelantan, Malaysia",,,,,,,
"Lot 520-C (Gf) Wisma Syed Yusuf, Jalan Meranti, 17000 Pasir Mas, Kelantan, Malaysia",,,,,,,
"30-D, Jalan Tengku Ahmad, Pekan Pasir Mas, 17000 Pasir Mas, Kelantan, Malaysia",,,,,,,
"Lot 1909, Tok Bok, Kampung Merbau Salam, 18500 Machang, Kelantan, Malaysia",,,,,,,
"Kampung Lubuk Bakap, 16700 Ketereh, Kelantan, Malaysia",,,,,,,
"AH18, Pasir Puteh, 16800 Pasir Puteh, Kelantan, Malaysia",,,,,,,
"Lot 115 (Gf), Jalan Chin Hwa, 18000, Kuala Krai, Kelantan, 18000, Malaysia",,,,,,,
"16300 Bachok, Kelantan, Malaysia",,,,,,,
"Pekan Machang, 18500 Machang, Kelantan, Malaysia",,,,,,,
"3, Jalan Sultan Yahya Petra, Kampung Langgar, 15200 Kota Bharu, Kelantan, Malaysia",,,,,,,
"114, Jalan Tun Sambanthan, Brickfields, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"10, Jln Pudu, City Centre, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"Lot UC-4, Level UC, 156, Jalan Ampang, Kampung Baru, 50450 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",,,,,,,
"3, Jalan Travers, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"42, Jalan Chow Kit, Chow Kit, 50350 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"138, Jln Imbi, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"396, Jalan Tuanku Abdul Rahman, Chow Kit, 50350 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"8, Jalan Perak, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"70-1, Jalan Putra, Chow Kit, 50350 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"120, Jln Pudu, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"4, Jalan Mahkamah Persekutuan, City Centre, 50050 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"2, Jalan Changkat Thambi Dollah, Pudu, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"141, Jln Imbi, Imbi, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"243, Jalan Tun Sambanthan, Brickfields, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"49, Jln Sultan Ismail, Bukit Bintang, 50200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"G18A, Berjaya Times Square, No. 1 Jalan Imbi, Kuala Lumpur, Malaysia",,,,,,,
"29, Jalan Dang Wangi, Chow Kit, 50100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"111, Jln Sultan Ismail, Bukit Bintang, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"21, Wisma Fui Chiu, Jalan Tun Tan Cheng Lock, Kuala Lumpur City Centre, 50000 Kuala Lumpur, Wilayah Persekutuan, Malaysia",,,,,,,
"21, Jalan Tuanku Abdul Rahman, City Centre, 50100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"Kampung Baru, 50300 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",,,,,,,
"18-0-1, Jalan 4/112a, Taman Bukit Angkasa, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"Central Market, 14 50050, 2, Jalan Hang Kasturi, 50050 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"Cosway Guesthouse, No. G17 & G18, 88, Jalan Raja Chulan, Kuala Lumpur, 50200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",,,,,,,
"144, Jln Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"94, Changkat Bukit Bintang, Bukit Bintang, 50200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"218, Jalan Ampang, Kampung Datuk Keramat, 55000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"51B, Jalan Raja Alang, Chow Kit, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"210, Jalan Tun H S Lee, City Centre, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"G17, Convention & Entertaiment Centre, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"No. 52, Jalan Bulan, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"05-103, Berjaya Times Square, Jln Imbi, Imbi, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"F11, Jln Raja Laut, Chow Kit, 50350 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",,,,,,,
"35, Jalan 2/90, Taman Pertama, 55300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"291, Jalan Tuanku Abdul Rahman, Chow Kit, 50100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"109, Jalan Kampung Pandan, Maluri, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"17, Jln Kuching, Taman City, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"8, Lorong P Ramlee, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"No. 537 Off, Jalan Tiong Kuala Lumpur MV, 51100, Malaysia",,,,,,,
"94, Jalan Padang Belia, Brickfields, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"7, Jalan 3/36, Taman Sri Bintang, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"Menara Aa, Unit 1.01 (GF) Menara AA, Jln Tun Razak, 50400 Kuala Lumpur, Malaysia",,,,,,,
"Plaza Berjaya, 12, Jln Imbi, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"1, Jalan Sultan Sulaiman, Kampung Attap, 50460 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"Menara Pgrm, 8, Jalan Pudu Ulu, Taman Pertama, 56100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"22G, Jalan Metro Pudu 2, Fraser Business Park, 55200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"53g, Jalan Datuk Haji Eusoff, Titiwangsa Sentral, 50400 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"LOT C-0-2, Block C, Jalan 1/38a, M-avenue, 51200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",,,,,,,
"180-182, Jalan Ampang, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"0838, Jln Telawi 4, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"32, Jalan Lumut, Pekeliling, 50400 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"22, Jalan Jejaka 9, Maluri, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"Lot LG-03A & LG-03A-A, Viva Homes Mall, 85, Jln Loke Yew, Taman Miharja, 55200 Kuala Lumpur, Malaysia",,,,,,,
"12, Jln Kenanga, Pudu, 55200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
"39, Jalan Thambipillay, Brickfields, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,
